text,label1,label2,label3,labeled_list
Glicemia 188 em jejum é muito alta?,curiosidade,nan,nan,['curiosidade']
"Bom dia, pessoal. Qual a diferença entre as diabetes 1, 2, 3?",curiosidade,nan,nan,['curiosidade']
"Eu passo muito bem durante o dia, e até no fim do dia o meu resultado chega a ser 90. Mas, pela manhã, fica 288. O que faço, meus amigos do grupo?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Pessoal, o médico me receitou 2 comprimidos de Glifage e 1 de Xigduo à noite, o Glifage após o jantar. Só que chego às 22 horas, janto e lá pelas 23 horas, ou meia-noite, durmo. Faz mal tomar esse remédio próximo da hora de dormir?",curiosidade,nan,nan,['curiosidade']
Podemos dormir com a glicemia entre 100/110 ou é perigoso?,curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Alô, grupo! Bom dia. Podem me informar um leite que nós podemos tomar?",curiosidade,nan,nan,['curiosidade']
"Amigos, sou diabética tipo 1. Uma pergunta: às vezes no frio fico gelada, o que significa isso?",curiosidade,nan,nan,['curiosidade']
"Boa tarde, alguém no grupo usa óleo de cártamo? Ajudou no controle da glicemia?",curiosidade,nan,nan,['curiosidade']
Os diabéticos tipo 2 podem fazer dieta low carb e jejum intermitente?,curiosidade,nan,nan,['curiosidade']
Alguém tem a lista do que o diabético pode e não deve comer?,curiosidade,nan,nan,['curiosidade']
Estou urinando várias vezes ao dia e à noite tenho que levantar de 4 a 5 vezes. Será que é a diabetes?,curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
O homem perde a potência após adquirir a diabetes?,curiosidade,nan,nan,['curiosidade']
Diabéticos do tipo 2 podem consumir algum tipo de açúcar ou adoçante?,curiosidade,nan,nan,['curiosidade']
"Boa tarde, grupo. O diabético pode chupar jabuticaba?",curiosidade,nan,nan,['curiosidade']
"Quem é diabético pode fazer implante dentário, de vários dentes?",curiosidade,nan,nan,['curiosidade']
"Boa noite, pessoal. Fiz o exame hemoglobina glicada e deu 5,4%, e média de glicose 108,28. Devo fazer o exame que toma aquela garapa para saber se sou pré diabética ou não?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Alguém do grupo já conhece esse composto? Caso positivo, entre em contato comigo.",curiosidade,nan,nan,['curiosidade']
Quais frutas o diabético pode comer?,curiosidade,nan,nan,['curiosidade']
"Minha sogra está com diabetes 230 em jejum. Está tomando 2 tipos de comprimidos, mas mesmo assim não abaixa. E o médico só vai ter em setembro, será que é muito perigoso esperar até lá? Muito obrigado.",nervosismo,curiosidade,medo,"['nervosismo', 'curiosidade', 'medo']"
Hoje estou com as pernas e pés formigando demais! Estou com fome também. Muito difícil controlar a tia diabetes! :-(,aborrecimento,raiva,nan,"['aborrecimento', 'raiva']"
"Amigos, boa tarde. Alguém pode me ajudar indicando um medicamento para má circulação?",curiosidade,nan,nan,['curiosidade']
"E das rachaduras no calcanhar, como cuidar?",curiosidade,nan,nan,['curiosidade']
"Boa tarde, minha glicose depois do almoço está boa ou ruim? (95)",curiosidade,nan,nan,['curiosidade']
"Bom dia! Gente, não aguento mais tomar esse Metformina. Esse medicamento não deixa engordar. Alguma sugestão?",aborrecimento,curiosidade,nan,"['aborrecimento', 'curiosidade']"
"Alguém tem muitas dores nas pernas, por conta da diabetes, será? Por que isso, alguém aí sabe?",curiosidade,nan,nan,['curiosidade']
Boa noite. Qual trigo vocês usam? E farinha para empanar? Por favor.,curiosidade,nan,nan,['curiosidade']
"Sou diabética. Quando fico nervosa, sobe muito. É normal?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Gente, meu irmão tem um problema que pra gente ainda é um mistério: aparecem bolhas de água sob a pele e, depois, quando ele estoura, viram pequenas feridas. Alguém tem alguma informação sobre isso?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Qual exercício físico vocês fazem? Eu tentei fazer caminhada ontem dentro de casa, meia hora. Minha perna está doendo agora, fora a queimação.",curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Já tomei 5 comprimidos de Xigduo desde segunda feira, porque minha glicemia estava em 330 e quando acordava em 183. Fui consultar e a endocrinologista me receitou ele. Estou fazendo uma reeducação alimentar, só tenho uma dúvida: quando acordo em jejum, minha glicemia fica em torno de 128, mas depois, após duas horas de ter comido, fica entre 108-112, e chegou a 95. Por que que em jejum não abaixa mais? Não faço exercícios, pois estou com o fêmur quebrado devido a um acidente de moto.",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
Diabetes de outros tipos também podem ser operados?,curiosidade,nan,nan,['curiosidade']
"Boa noite, pessoal! Diabético pode comer cuzcuz?",curiosidade,nan,nan,['curiosidade']
"Minha filha de 15 anos tem muita dor nas costas, será que é o diabetes?",curiosidade,nan,nan,['curiosidade']
Alguém aqui toma Coca 0? Pode dizer se aumenta muito a glicemia? Boa noite. 🌹,curiosidade,nan,nan,['curiosidade']
"Boa noite, grupo. Alguém sabe me dizer o que acontece se tomarmos insulina sempre no mesmo lugar? No meu caso, tomo insulina sempre na barriga, tem algum problema? Obrigada.",curiosidade,nan,nan,['curiosidade']
"Dosagem hemoglobina glicada HBA1C 7,2% o que significa?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Gente, me ajudem. Há uns meses meu cabelo não caía, agora faz um mês que está caindo tanto que estou quase ficando careca, e o antigo tratamento não surte efeito nenhum. Alguém tem alguma dica para me ajudar?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Minha glicada deu 6.1, já é pré-diabética?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Quando tem um aniversário ou casamento, o que um diabético pode comer?",curiosidade,nan,nan,['curiosidade']
Estou com minha unha do dedão esbranquiçada e dolorida. Está muito fraca e quebradiça. Alguém sabe de algo que posso usar?,curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Bom dia. Graças a Deus, glicose em jejum está 97.",otimismo,admiração,alívio,"['otimismo', 'admiração', 'alívio']"
"Sempre tive glicose controlada. Hoje, depois do café, medi, estava 144. Será que estou diabética?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Bom dia. Alguém sabe de algo para acabar com rachaduras nos pés? Minha mãe é idosa e está precisando. Desde já, agradeço.",curiosidade,nan,nan,['curiosidade']
Como posso substituir a carne? Quais frutas são permitidas?,curiosidade,nan,nan,['curiosidade']
"Diabético pode comer pistache, amêndoa e castanha de caju?",curiosidade,nan,nan,['curiosidade']
Minha glicose antes do almoço sem tomar remédio deu 158. E aí?,curiosidade,nan,nan,['curiosidade']
Tem mais alguém que engordou com medicamento Glibenclamida?,curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Fico muito preocupada, pois sou deficiente física e tenho dificuldade de locomoção. Como fazer exercícios físicos se não posso?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"149 duas horas após a janta, está alto?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"O que meus 14 anos de DM1 me ensinaram, com furos de dedos diários e insulina aplicadas diariamente, é que o controle da diabetes tem um tripé: medicação, alimentação e atividade física. Se qualquer um desses faltar, o controle será prejudicado. Felicidades, disciplina e muita saúde para nós 👍",orgulho,otimismo,nan,"['orgulho', 'otimismo']"
Uma pergunta: comer alimentos diet ou comer naturalmente faz diferença?,curiosidade,nan,nan,['curiosidade']
"Boa noite a todos. Gente, estou com um problema: está caindo todo o meu cabelo. Será que é por causa da diabetes?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Me tirem essa dúvida, quem tem diabetes pode comer bacon?",curiosidade,nan,nan,['curiosidade']
"Gente, alguém aí pode me dizer se as maquininhas de medir glicemia podem dar resultado errado?",curiosidade,nan,nan,['curiosidade']
"Bom dia, caros amigos. Será que diabetes dá alergia? Estou com muitos comichões há 2 dias, alguém aí sente o mesmo? Como posso combater?",nervosismo,curiosidade,aborrecimento,"['nervosismo', 'curiosidade', 'aborrecimento']"
"Boa tarde. Vocês usam pão integral? Se sim, qual a quantidade a ser consumida por dia?",curiosidade,nan,nan,['curiosidade']
"Boa noite, gente! Será que beber muita água baixa a glicemia?",curiosidade,nan,nan,['curiosidade']
Alguém emagreceu muito com a diabetes? Minha mãe fica muito chateada com isso. Indicam algo?,decepção,curiosidade,nan,"['decepção', 'curiosidade']"
"Alguém tem glicose alta e baixa? A minha ultimamente está desequilibrada, tem hora que está 60, tem hora que está 100, outra está 220, outra 330. O que devo comer quando tiver baixa?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
Qual é a % em termo de adesão ao tratamento da diabetes?,curiosidade,nan,nan,['curiosidade']
150 de glicose é bom ou ruim?,curiosidade,nan,nan,['curiosidade']
De quanto em quanto tempo o glicosímetro deve ser ajustado e onde vocês o levam?,curiosidade,nan,nan,['curiosidade']
"Vocês também acordam com a boca seca? Nossa, que sensação horrível!",aborrecimento,nan,nan,['aborrecimento']
"Boa tarde, grupo. Estava sentindo moleza no corpo, fui medir a pressão, estava 9/6 e os batimentos cardíacos, 119 em repouso. Isso é normal?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Se a criança está com uma hipoglicemia leve e vai almoçar, precisa de insulina?",curiosidade,nan,nan,['curiosidade']
"Boa tarde, gente. Minha glicose está 330 e não consigo baixar. Eu faço o quê?",nervosismo,medo,curiosidade,"['nervosismo', 'medo', 'curiosidade']"
"Bom dia, colegas! Gostaria de tirar uma dúvida. Os meus pés doem muito à noite, principalmente o esquerdo. Tenho a diabetes há quase 20 anos e tomo Glifage junto com Glibenclamida 2 vezes ao dia. Por que o pé esquerdo dói mais e fica gelado? Vocês sentem também? Me ajudem, por favor.",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Boa noite a todos. Como faço para pegar, no SUS, as fitas de verificação da glicose? As fitas são mais caras que o aparelho.",curiosidade,nan,nan,['curiosidade']
"Gente, me tira uma dúvida. Semana que vem é meu aniversário, queria tomar um vinho, será que vinho seco irá alterar minha glicemia?",curiosidade,nan,nan,['curiosidade']
"Amigos, estou com este calo no pé há algumas semanas, ele dói e, principalmente, queima. Alguém sabe o que é, ou tem isso?",curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
O uso de aranto é contra indicado pra diabético?,curiosidade,nan,nan,['curiosidade']
Qual é o melhor tratamento?,curiosidade,nan,nan,['curiosidade']
"Boa tarde. Alguém sabe por que, quando ficamos nervosos, a glicose sobe mais do que se tivéssemos comido algo doce?",curiosidade,nan,nan,['curiosidade']
"Tenho fortes dores nas pernas. Para andar é o maior problema, será problema da diabetes? O que tomar? Me ajudem, por favor.",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Ajuda. O que posso comer no lanche da tarde, sem ser bolacha salgada? O que vocês acham melhor, pão de centeio ou integral? Segunda tenho consulta, vou pedir encaminhamento pra nutricionista",curiosidade,nan,nan,['curiosidade']
Diabéticos podem comer castanhas?,curiosidade,nan,nan,['curiosidade']
"Gente, é verdade que tem diabetes que emagrece e outra que engorda? Verdade ou mentira?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Olá, gente. Eu sou diabética tipo 2 há 4 anos, no momento uso 4 comprimidos de Glifage 500, 1 Forxiga 10, 1 Azukon 30. Essas medicações ao decorrer do dia, mas minha glicemia não abaixa e sempre de 180 pra cima, mesmo com dieta, será o caso de ir pra insulina? Minha glicada está em 11. Essas medicações me dão muita dor de barriga, alguém passa pelo mesmo?",confusão,decepção,nan,"['confusão', 'decepção']"
Qual a medida em que a diabetes é considerada desregulada?,curiosidade,nan,nan,['curiosidade']
"Eu tenho sentido dor no pé, às vezes fica meio dormente, é uma dor estranha, será que é por causa da diabetes? Alguém já passou por isso?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
A dormência e a dor passam ou já é comprometido?,curiosidade,nan,nan,['curiosidade']
Acontece com diabéticos de os dentes abanarem e depois voltarem a ficar firmes?,curiosidade,nan,nan,['curiosidade']
"Tenho 35 anos, hoje fui medir a glicose em jejum, 166. Isso já pode ser diabetes?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
Eu queria saber se eu posso usar açúcar mascavo.,curiosidade,nan,nan,['curiosidade']
Boa noite! Alguém já teve perda de proteína na urina? Isso volta ao normal?,curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Animam, gente? Uma salada de brócolis com camarão 😋",entusiasmo,nan,nan,['entusiasmo']
"Gente, muito se fala do arroz, mas o que dizer dos flocos de arroz? Vocês sabe me falar se faz mal?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
Boa noite. Tem alguém que use Forxiga que sinta muita coceira? E o Xigduo também causa coceira?,curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Bom dia, povo. Quem é diabético pode arrancar dente?",curiosidade,nan,nan,['curiosidade']
"Amigos, fiz o teste depois de 2 horas do jantar, deu 140 (sem medicação). Vocês acham que está alta?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Eu perdi o controle sobre alimentação saudável para minha mãe, ela tem diabetes leve. Toma medicação e vive como se não tivesse nada.",desaprovação,aborrecimento,nan,"['desaprovação', 'aborrecimento']"
"Sou diabética e gostaria de saber qual é a pior, a 1 ou a 2.",curiosidade,nan,nan,['curiosidade']
"Muito boa tarde, companheiros de luta. Mandioca, pode ou não pode? Tipo 2.",curiosidade,nan,nan,['curiosidade']
"Com o aparelho, em jejum, deu 155; no exame de sangue, deu 123. E agora? Bom ou ruim?",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
Mais alguém sente tontura? Eu sinto.,curiosidade,nan,nan,['curiosidade']
Glicemia alta tem alguma coisa relacionada com pressão também?,curiosidade,nan,nan,['curiosidade']
"Por gentileza, alguém me diga se alimentos à base de milho fazem mal, como cuscuz, canjiquinha, angu, etc.",curiosidade,nan,nan,['curiosidade']
"Boa noite, amigos e amigas! Depois de uma janta, neste frio, vou de chimarrão quentinho.",entusiasmo,nan,nan,['entusiasmo']
"Boa noite, pessoal. Tomar uma cervejinha bem gelada aumenta muito a glicose? Foi um amigo meu que mandou perguntar! Obrigado.",curiosidade,nan,nan,['curiosidade']
"Por favor, me esclareçam: minha glicemia nunca chega a 200. No entanto, pela manhã tem estado de 110 a 150, tem variado, mas durante o dia sempre abaixa. Mas desde que passei a controlar (medir), nunca chegou a 90 ou mesmo 100. Será que posso me considerar diabética?",confusão,nan,nan,['confusão']
Pokan pode? Diabetes gestacional.,curiosidade,nan,nan,['curiosidade']
"Preciso de algo para diminuir essas dores e algo para voltar a ter sensibilidade, pois a cada dia está diminuindo.",percepção,nervosismo,nan,"['percepção', 'nervosismo']"
"A minha glicemia deu 65, estou a desconfiar aquele aparelho. Tudo depois de eu beber um refrigerante.",percepção,desaprovação,nan,"['percepção', 'desaprovação']"
"Tenho diabetes tipo 2. Hoje, 2 horas e trinta minutos após o almoço, fiz a medição da minha diabetes e acusou 140. Tenho 66 anos, será que é normal? Descobri essa doença há pouco tempo, estou me sentindo perdido. Tenho tido algumas crises de confusão mental. Será que pode ser da diabetes? Quando passa um tempinho depois dessas crises, meço e dá 118, 120. Essas crises já aconteceram de manhãzinha e por volta das 17 horas.",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
Boa tarde! Quando o aparelho de medir dá Hi significa o quê?,curiosidade,nan,nan,['curiosidade']
"Gostaria de saber mais sobre a diabetes, a insulina, o efeito que faz, bem ou mal.",curiosidade,nan,nan,['curiosidade']
"Boa tarde, alguém usa esses remédios? Quais são os efeitos colaterais? Fosfato de Sitagliptina e Cloridrato de Metformina.",curiosidade,nan,nan,['curiosidade']
"Descobri que estou com diabetes há três meses. Venho fazendo dieta desde então. Faz uns 10 dias que minhas pernas estão inchando e formigando e estou sem apetite, não consigo comer nada, meu estômago embrulha só de ver a comida. Estou preocupada. É normal?",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
Na TPM é impossível não comer um doce.,percepção,nan,nan,['percepção']
"Boa noite a todos os meus amigos e irmãos do grupo! Gostaria de saber por que à noite, deitado, os meus pés formigam e parecem queimar? Obrigado.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Bom dia, meus amigos. Nós, diabéticos, podemos comer pipoca?",curiosidade,nan,nan,['curiosidade']
Quanto seria a medida ideal da glicose duas horas depois das principais refeições?,curiosidade,nan,nan,['curiosidade']
Podemos comer farinha de mandioca?,curiosidade,nan,nan,['curiosidade']
"Desculpa pela pergunta, é só uma dúvida. O uso de insulina pode provocar câncer com o tempo?",curiosidade,constrangimento,nan,"['curiosidade', 'constrangimento']"
"Gente, quem toma Metformina de 850 pode tomar vinho?",curiosidade,nan,nan,['curiosidade']
O que vocês acham? 95 depois do almoço e 104 depois da janta.,curiosidade,nan,nan,['curiosidade']
"Olá, pessoal. Vocês também tem suor noturno? Eu tenho quase todas as noites, só sei que não é glicemia alta pelos exames, poderia ser hipoglicemia?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
Seu emotivo altera sua glicemia?,curiosidade,nan,nan,['curiosidade']
"Eu vi num grupo para diabéticos que, quando vai passar o tratamento de comprimidos e insulina para o diabético tipo 2, faz-se um exame. Parece que para ver a quantidade de insulina produzida pelo pâncreas. Alguém sabe me informar algo neste sentido?",curiosidade,nan,nan,['curiosidade']
"Bom dia, amigos. Meus pés doem muito ao caminhar, pode ser neuropatia diabética?",curiosidade,nan,nan,['curiosidade']
O que fazer com o calcanhar que está sempre vermelho e formando bolha? O que existe para ajudar nessa questão da pressão e fricção?,curiosidade,nan,nan,['curiosidade']
"Amigos, acabei de entrar no grupo. Minha glicose estava alta (229 mg/dl), minha vista ficou turva. Já abaixei a glicose com exercícios e corte de carboidratos, porém, a vista ainda está embaçada. Vocês tem alguma dica para melhorar?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Bom dia. Uma orientação, por favor. Tomo Azukon 30, metade após o café da manhã, tem um ano e meio. A minha glicada tenho feito a cada 4 ou 3 meses, desde que fui diagnosticada com diabetes, quando fui ao médico com uma em jejum de 130. Passo mal, porém até agora o máximo que minha glicada atingiu foi 6. Eu pesava 89, hoje peso 46. Alguém tem uma orientação, por favor, já fiz exames até pra ver se estava com câncer, mas graças a Deus nada foi diagnosticado. Até agora a minha média estimada na glicada deu o máximo 118.",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
Alguém sabe dizer qual valor da glicemia pode ser considerado normal para quem é diabético?,curiosidade,nan,nan,['curiosidade']
"Boa tarde, gente. Qual fruta um diabético pode comer?",curiosidade,nan,nan,['curiosidade']
"Boa noite, gente. Para ser diagnosticado como diabético qual deve ser o resultado da glicemia?",curiosidade,nan,nan,['curiosidade']
"Tem gente aí que reclama que 130 está alta, olha a minha, sem almoço ainda.",aborrecimento,nan,nan,['aborrecimento']
"Pessoal, descobri há dois dias que minha glicemia estava em 296. Há dois dias mudei a alimentação totalmente e hoje medi e estava em 320, é normal isso até o corpo se adaptar? Não tomei medicação ainda, marquei consulta.",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
Alguém aqui teve candidíase? Por causa da diabetes? De até fazer feridas? Que creme passar nas feridas?,curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Boa noite, amigos e amigas. Estou com muita queimação nas pernas, o que faço? Os pés estão muito quentes!",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Bom dia, amigos! Estou preocupadíssima, pois medi a glicose em jejum, estava a 5.5, e duas horas após o café subiu pra 26.6. E somente comi batata doce! O que faço agora?",curiosidade,nervosismo,confusão,"['curiosidade', 'nervosismo', 'confusão']"
Bom dia. Alguém já tomou Ivermectina? Como se sentiu?,curiosidade,nan,nan,['curiosidade']
É horrível querer dormir e não conseguir. Muita coisa mudou na minha vida depois da diabetes :-(,tristeza,nan,nan,['tristeza']
Comprei hoje o aparelho que mede a glicose. Medi duas horas depois do almoço e deu 135. Está bom?,curiosidade,nan,nan,['curiosidade']
Tô com muitas dores no pé.,percepção,nan,nan,['percepção']
Mulheres que fazem uso de insulina: sentiram alguma alteração de odor na urina?,curiosidade,nan,nan,['curiosidade']
"Qual valor precisa estar a diabetes para eu arrancar um dente com urgência, por favor?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Boa tarde! Cheguei ao grupo essa semana e gostaria de sugestões para o café da manhã. Descobri há pouco que estou com diabetes. Chegou a 525. Graças a Deus, após uma semana sem pão, massas em geral e doces, chegou a 170 em jejum. Mas estou sofrendo muito no café da manhã, sinto falta do pão. Tem alguma coisa para substituir, ou pelos menos enganar?",curiosidade,alívio,tristeza,"['curiosidade', 'alívio', 'tristeza']"
"Melão é bom para diabetes, também limpa o útero.",percepção,nan,nan,['percepção']
"Tem algum remédio que abre o apetite, pra quem tem diabetes?",curiosidade,nan,nan,['curiosidade']
O que posso fazer para acabar com a dor que sinto nas minhas coxas?,curiosidade,nan,nan,['curiosidade']
"Boa noite. Uma pergunta, quem é diabético tipo 1 pode usar folhas de insulina no chá, sim ou não?",curiosidade,nan,nan,['curiosidade']
"Se for observada a fragilidade no pé do diabético, é possível os cuidados bem feitos evitarem o agravamento? É possível evitar as feridas e amputação?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Hoje estou com meus dedos da mãos entortando, alguém fica assim?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Estou nessa luta há anos, não consigo fazer minha dieta. Minha família é grande, como fazer?",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
"Oi, galera. Podemos tomar açaí?",curiosidade,nan,nan,['curiosidade']
"Estou me sentindo fraca, será que posso comer mingau de flocos de aveia à noite?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Gente, mais alguém, quando está com a crise da diabetes, sente frio, coração acelera, fica tremendo?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
Pergunto: chocolate amargo 60% cacau faz mal?,curiosidade,nan,nan,['curiosidade']
Excelente domingo a todos. Estou me sentindo cada dia melhor e com vontade de viver. Hoje tomei semente de chia e a medicação prescrita. Bom dia.,otimismo,entusiasmo,alegria,"['otimismo', 'entusiasmo', 'alegria']"
"Bom dia, amados. Sou nova no grupo. O chá de folha de louro pode tomar todos o dias?",curiosidade,nan,nan,['curiosidade']
Será que podemos tomar vinagre orgânico de maçã?,curiosidade,nan,nan,['curiosidade']
Boa tarde. Alguém sabe me informar para que serve esse check strip que vem no aparelho de medição?,curiosidade,nan,nan,['curiosidade']
"Gente, meu irmão é diabético, ele pode comer pasta de amendoim integral? Alguém sabe me informar?",curiosidade,nan,nan,['curiosidade']
Hoje eu fiz caldo de mocotó. Nem sei se podemos tomar esse caldo.,confusão,nan,nan,['confusão']
"Alguém esta fazendo perícia? Com o INSS fechado, como está?",curiosidade,nan,nan,['curiosidade']
"Boa tarde. Descobri minha diabetes há 3 meses e ainda não tenho o medidor de glicose, estou esperando pelo posto e até agora nada. Tem algum outro sintoma para saber se a diabetes está alterada?",curiosidade,decepção,curiosidade,"['curiosidade', 'decepção', 'curiosidade']"
"Boa noite, pessoal. Com vocês também acontece de, do nada, mudar o humor? Vocês também ficam depressivos, com vontade de ficar isolados?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Bom dia, grupo amado. Pergunta: Podemos comer biscoito água e sal?",curiosidade,nan,nan,['curiosidade']
Alguém aqui no grupo fica suando quando fica muito tempo sentado?,curiosidade,nan,nan,['curiosidade']
"Bom dia. Ganhei um saco de 1 kg de amendoim torrado e moído, posso comer ou não?",curiosidade,nan,nan,['curiosidade']
"Eu sempre fiz uso de suco verde em jejum, será que ainda posso tomar? Era composto de meia folha de couve, um pedaço de maçã, gengibre, açafrão e um pedacinho de abacaxi, 200 mL de água, e às vezes colocava chia.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Descobri minha diabetes há menos de um mês. Meus pés estão rachados e sangrando, isto pode acontecer?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Olá, boa noite! O que é dieta cetogênica?",curiosidade,nan,nan,['curiosidade']
"Tenho isso há um tempo, entre o tornozelo e o pé. É um ressecamento fora do normal e coça muito quando fica ressecado, e às vezes descama até ferir! Seria da diabetes? Alguém tem isso? Está difícil de combater! Dicas para combater.",curiosidade,confusão,decepção,"['curiosidade', 'confusão', 'decepção']"
"Bom dia, gente. Sou nova aqui, estou adorando o grupo. Mas minha diabetes só dá alta, como posso controlar? Passo mal quando tomo meu remédio, queria saber o que posso comer e o que não posso. Obrigado a todos.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Quem toma insulina abre o apetite? Já engordei 5 kg, o que fazer, meu Deus?",curiosidade,nan,nan,['curiosidade']
"Bom dia, alguém poderia me dizer qual a diferença da diabetes 1 e da 2? Obrigado.",curiosidade,nan,nan,['curiosidade']
"Quero fazer receitas doces, mas no estilo low carb. Sou gestante, qual o melhor permitido: estévia ou xilitol?",curiosidade,nan,nan,['curiosidade']
Alguém sabe me dizer por que a cenoura e a beterraba devem ser consumidas cruas?,curiosidade,nan,nan,['curiosidade']
Eu vi em um grupo para diabéticos que quando o diabético tipo 2 vai passar o tratamento de comprimidos para a insulina tem que fazer um exame. Parece que é para ver a quantidade de insulina produzida pelo pâncreas. Alguém sabe me informar algo neste sentido?,curiosidade,confusão,nan,"['curiosidade', 'confusão']"
O clima frio aumenta os níveis de glicemia?,curiosidade,nan,nan,['curiosidade']
"Gente, por favor, me tirem uma dúvida. Quem usa insulina na barriga pode fazer abdominal?",curiosidade,nan,nan,['curiosidade']
"Gente, alguém aqui toma Metformina e fica ruim igual eu? Porque eu estou com dor de barriga, meio ruim do estômago, me sentindo mal. Será que é a Metformina?",curiosidade,aborrecimento,confusão,"['curiosidade', 'aborrecimento', 'confusão']"
"Bom dia! Minha glicose está batendo 255 em jejum, alguma recomendação de chá caseiro pra baixar? Faço uso de Metformina de 850, 3 por dia, e Glibenclamida em jejum.",curiosidade,nan,nan,['curiosidade']
"Bom dia! Diabetes gestacional. Minha médica não me explicou o que é um número normal ou acima nas verificações. A diabetes gestacional é diferente da tipo 1 ou 2? Observação: em jejum, medi ela agora. Obrigada, bom dia a todos!",curiosidade,desaprovação,nan,"['curiosidade', 'desaprovação']"
"20 anos de diabetes e por um breve diagnóstico, sem exames, neuropatia diabética. Sinto tremores nos braços e no rosto. Vocês sentem isso? Isso passa? Tomo Nervamin (tiamina).",nervosismo,nan,nan,['nervosismo']
"Bom dia. Quem de vocês conseguiram ou sonham com a remissão da diabetes a ponto de não precisar de remédios e ainda comer, de vez em quando, uma coxinha ou bolo?",curiosidade,nan,nan,['curiosidade']
"A hipotensão ortostática, na neuropatia autonômica, pode ir e vir? Exemplo: dias com pressão normal e dias com hipotensão ortostática.",curiosidade,nan,nan,['curiosidade']
Existe diabetes emocional?,curiosidade,nan,nan,['curiosidade']
O cabelo de vocês também ficou fraco? Ou só o meu?,curiosidade,confusão,aborrecimento,"['curiosidade', 'confusão', 'aborrecimento']"
"Hoje fui ao médico, estou com neuropatia nos braços, era só nas pernas, e a hemorragia na retina aumentou.",aborrecimento,nervosismo,nan,"['aborrecimento', 'nervosismo']"
Diabetes emocional existe? Tenho dúvidas sobre esse tema.,confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Um diabético pode comer peixe frito? Gente, gostaria de saber.",curiosidade,nan,nan,['curiosidade']
"Dormência nos dedos dos pés, o que será?",nervosismo,medo,nan,"['nervosismo', 'medo']"
"Só para ver! Mas eu acho que, assim como o coronavírus para uns é ruim e para outros é gripe, a glicose alta tem sintomas diferentes de um para o outro em gravidade.",percepção,nan,nan,['percepção']
"O que vocês acham dos derivados do leite? Por exemplo: queijo, manteiga, iogurte. Faz bem ou mal para a saúde do diabético?",curiosidade,nan,nan,['curiosidade']
